"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number","block_number"
"multiple-slider","209","780942","0.0-24.0-2.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5544.5","","{""Physical_Attractiveness"":0.36,""General_Attractiveness"":0.3,""Trustworthiness"":0.59,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","210","781707","0.0-24.0-0.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","211","782212","0.0-24.0-1.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1038.jpg","null","","500","63","1"
"multiple-slider","212","787578","0.0-24.0-2.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5364.100000023842","","{""Physical_Attractiveness"":0.66,""General_Attractiveness"":0.61,""Trustworthiness"":0.5,""Familiarity"":0.64}","[0,1,2,3]","","",""
"html-keyboard-response","213","788330","0.0-24.0-0.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","214","788838","0.0-24.0-1.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1064.jpg","null","","500","64","1"
"multiple-slider","215","792705","0.0-24.0-2.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3860.400000035763","","{""Physical_Attractiveness"":0.79,""General_Attractiveness"":0.73,""Trustworthiness"":0.31,""Familiarity"":0.03}","[0,1,2,3]","","",""
"html-keyboard-response","216","793469","0.0-24.0-0.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","217","793972","0.0-24.0-1.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1005.jpg","null","","500","65","1"
"multiple-slider","218","797867","0.0-24.0-2.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3893.800000011921","","{""Physical_Attractiveness"":0.62,""General_Attractiveness"":0.33,""Trustworthiness"":0.65,""Familiarity"":0.01}","[0,1,2,3]","","",""
"html-keyboard-response","219","798619","0.0-24.0-0.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","220","799122","0.0-24.0-1.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1031.jpg","null","","500","66","1"
"multiple-slider","221","803444","0.0-24.0-2.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4320.199999988079","","{""Physical_Attractiveness"":0.31,""General_Attractiveness"":0.25,""Trustworthiness"":0.52,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","222","804208","0.0-24.0-0.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","223","804710","0.0-24.0-1.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1028.jpg","null","","500","67","1"
"multiple-slider","224","807654","0.0-24.0-2.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","2942.5","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","225","808410","0.0-24.0-0.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","226","808920","0.0-24.0-1.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1088.jpg","null","","500","68","1"
"multiple-slider","227","811862","0.0-24.0-2.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","2940.400000035763","","{""Physical_Attractiveness"":0.52,""General_Attractiveness"":0.42,""Trustworthiness"":0.57,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","228","812614","0.0-24.0-0.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","229","813119","0.0-24.0-1.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1089.jpg","null","","500","69","1"
"multiple-slider","230","816629","0.0-24.0-2.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3507.900000035763","","{""Physical_Attractiveness"":0.27,""General_Attractiveness"":0.19,""Trustworthiness"":0.53,""Familiarity"":0.33}","[0,1,2,3]","","",""
"html-keyboard-response","231","817380","0.0-24.0-0.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","232","817887","0.0-24.0-1.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1018.jpg","null","","500","70","1"
"multiple-slider","233","821763","0.0-24.0-2.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3874.199999988079","","{""Physical_Attractiveness"":0.66,""General_Attractiveness"":0.62,""Trustworthiness"":0.45,""Familiarity"":0.03}","[0,1,2,3]","","",""
"html-keyboard-response","234","822516","0.0-24.0-0.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","235","823019","0.0-24.0-1.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1010.jpg","null","","500","71","1"
"multiple-slider","236","826528","0.0-24.0-2.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3506.800000011921","","{""Physical_Attractiveness"":0.3,""General_Attractiveness"":0.27,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","237","827289","0.0-24.0-0.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","238","827794","0.0-24.0-1.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1108.jpg","null","","500","72","1"
"multiple-slider","239","831903","0.0-24.0-2.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4107.100000023842","","{""Physical_Attractiveness"":0.68,""General_Attractiveness"":0.71,""Trustworthiness"":0.5,""Familiarity"":0.08}","[0,1,2,3]","","",""
"html-keyboard-response","240","832668","0.0-24.0-0.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","241","833171","0.0-24.0-1.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1001.jpg","null","","500","73","1"
"multiple-slider","242","837420","0.0-24.0-2.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4246.599999964237","","{""Physical_Attractiveness"":0.14,""General_Attractiveness"":0.13,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","243","838181","0.0-24.0-0.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","244","838695","0.0-24.0-1.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1021.jpg","null","","500","74","1"
"multiple-slider","245","842284","0.0-24.0-2.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3586.800000011921","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","246","843036","0.0-24.0-0.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","247","843553","0.0-24.0-1.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1072.jpg","null","","500","75","1"
"multiple-slider","248","846994","0.0-24.0-2.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3439.599999964237","","{""Physical_Attractiveness"":0.62,""General_Attractiveness"":0.33,""Trustworthiness"":0.56,""Familiarity"":0.03}","[0,1,2,3]","","",""
"html-keyboard-response","249","847747","0.0-24.0-0.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","250","848256","0.0-24.0-1.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1077.jpg","null","","500","76","1"
"multiple-slider","251","851914","0.0-24.0-2.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3656.2000000476837","","{""Physical_Attractiveness"":0.65,""General_Attractiveness"":0.53,""Trustworthiness"":0.4,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","252","852666","0.0-24.0-0.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","253","853169","0.0-24.0-1.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1075.jpg","null","","500","77","1"
"multiple-slider","254","856802","0.0-24.0-2.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3631.600000023842","","{""Physical_Attractiveness"":0.28,""General_Attractiveness"":0.28,""Trustworthiness"":0.55,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","255","857555","0.0-24.0-0.77","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","256","858058","0.0-24.0-1.77","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1101.jpg","null","","500","78","1"
